customer_id,order_date,first_purchase,days_to_second_purchase
13249,2011-09-07 16:27:00,2011-03-23 15:26:00,168
13253,2011-07-06 10:09:00,2011-01-04 15:43:00,182
13255,2011-11-30 13:14:00,2010-12-01 11:58:00,364
13258,2011-11-16 13:27:00,2011-05-18 13:11:00,182
13261,2011-03-16 12:22:00,2011-02-27 10:41:00,17
13263,2011-03-06 12:46:00,2011-01-18 16:31:00,46
13265,2011-04-08 15:19:00,2011-03-11 09:54:00,28
13266,2011-04-06 11:34:00,2011-03-28 10:14:00,9
13267,2010-12-14 11:42:00,2010-12-08 09:20:00,6
13268,2011-03-30 16:52:00,2011-03-17 13:20:00,13
13269,2010-12-13 14:52:00,2010-12-05 11:51:00,8
13272,2011-11-08 14:00:00,2011-09-11 12:06:00,58
13276,2011-10-07 12:44:00,2011-09-01 10:03:00,36
13277,2011-08-15 14:50:00,2011-07-29 10:06:00,17
13280,2011-01-27 16:29:00,2011-01-06 17:10:00,20
13282,2011-06-30 13:17:00,2011-05-03 12:03:00,58
13283,2011-10-11 09:50:00,2011-06-07 12:39:00,125
13285,2011-04-27 13:03:00,2011-02-22 17:13:00,63
13292,2011-11-01 10:04:00,2011-02-28 15:00:00,245
13294,2011-06-03 08:54:00,2011-04-04 12:37:00,59
13297,2011-11-16 09:27:00,2011-10-03 15:08:00,43
13301,2011-05-01 11:55:00,2011-02-20 13:13:00,69
13305,2011-02-17 08:58:00,2010-12-02 12:10:00,76
13308,2011-10-18 14:44:00,2011-05-20 13:13:00,151
13309,2011-05-17 12:44:00,2011-02-04 12:29:00,102
13310,2011-05-17 13:26:00,2011-01-19 14:50:00,117
13311,2011-12-05 12:55:00,2011-07-12 14:26:00,145
13313,2011-05-08 13:20:00,2011-01-04 10:00:00,124
13314,2011-10-07 13:09:00,2011-09-27 10:20:00,10
13316,2011-07-31 11:48:00,2011-03-30 13:01:00,122
13317,2010-12-16 09:23:00,2010-12-16 09:22:00,0
13318,2011-12-04 12:17:00,2011-11-02 13:26:00,31
13319,2010-12-09 10:05:00,2010-12-09 10:04:00,0
13320,2011-05-10 10:30:00,2011-05-10 10:29:00,0
13321,2011-09-28 15:24:00,2011-09-14 15:18:00,14
13323,2011-11-07 16:00:00,2011-09-16 13:23:00,52
13324,2011-01-31 10:13:00,2010-12-14 09:50:00,48
13327,2010-12-09 15:33:00,2010-12-09 15:32:00,0
13329,2011-11-08 10:29:00,2010-12-08 10:11:00,335
13330,2011-06-07 12:18:00,2011-01-28 10:08:00,130
13334,2011-06-02 11:33:00,2011-02-07 11:42:00,114
13340,2011-07-17 13:25:00,2011-03-08 11:39:00,131
13344,2011-10-03 09:44:00,2011-03-07 10:28:00,209
13350,2011-11-23 16:33:00,2011-09-21 13:33:00,63
13362,2011-04-08 08:21:00,2011-02-25 11:33:00,41
13363,2011-11-22 12:40:00,2011-10-27 10:46:00,26
13365,2011-11-06 12:36:00,2011-05-06 12:00:00,184
13368,2011-03-28 09:59:00,2011-01-06 12:32:00,80
13373,2011-07-04 12:19:00,2011-03-08 14:35:00,117
13376,2011-05-20 09:08:00,2011-04-19 13:03:00,30
13379,2011-10-02 15:18:00,2011-07-26 12:26:00,68
13381,2011-05-16 16:22:00,2011-02-14 10:10:00,91
13384,2011-08-03 09:40:00,2011-06-14 12:47:00,49
13388,2011-07-31 12:52:00,2011-07-31 12:52:00,0
13389,2011-09-26 09:52:00,2011-04-21 12:12:00,157
13394,2011-03-17 18:18:00,2011-02-03 10:39:00,42
13396,2011-11-10 16:59:00,2011-01-24 13:37:00,290
13397,2011-02-18 12:13:00,2011-01-04 13:50:00,44
13402,2011-08-04 15:51:00,2010-12-02 17:12:00,244
13404,2011-12-08 15:37:00,2011-05-11 11:57:00,211
13405,2011-05-19 16:31:00,2011-01-26 09:27:00,113
13408,2010-12-03 09:39:00,2010-12-01 10:39:00,1
13410,2011-03-21 15:02:00,2011-02-21 14:38:00,28
13414,2011-07-05 12:52:00,2011-02-16 12:13:00,139
13416,2011-10-27 08:56:00,2011-09-19 14:43:00,37
13417,2011-12-05 08:49:00,2011-05-18 16:26:00,200
13418,2010-12-02 10:46:00,2010-12-02 10:45:00,0
13420,2011-07-13 08:48:00,2011-06-22 11:35:00,20
13421,2011-10-30 14:21:00,2011-02-22 15:46:00,249
13425,2011-06-24 13:28:00,2011-02-18 08:34:00,126
13426,2011-01-07 11:54:00,2010-12-15 12:43:00,22
13427,2011-08-11 12:53:00,2011-05-08 15:58:00,94
13429,2011-10-10 12:51:00,2011-09-25 15:59:00,14
13430,2011-11-21 08:19:00,2011-09-14 14:26:00,67
13431,2011-10-03 13:49:00,2011-09-12 11:25:00,21
13434,2011-09-26 14:30:00,2011-09-04 10:35:00,22
13435,2011-08-05 11:49:00,2011-06-03 17:07:00,62
13437,2011-06-23 12:13:00,2011-06-02 14:30:00,20
13447,2011-11-06 11:56:00,2011-11-04 10:10:00,2
13448,2010-12-01 10:53:00,2010-12-01 10:52:00,0
13450,2011-05-19 12:36:00,2011-05-05 19:48:00,13
13451,2011-03-15 15:37:00,2011-01-09 15:35:00,65
13452,2011-03-25 14:19:00,2011-03-14 11:38:00,11
13453,2011-06-27 09:34:00,2011-02-23 09:44:00,123
13455,2011-11-15 11:21:00,2010-12-08 13:11:00,341
13456,2011-06-17 08:52:00,2011-05-16 15:34:00,31
13458,2011-01-06 11:25:00,2010-12-15 12:05:00,21
13460,2011-11-10 17:17:00,2011-10-21 09:50:00,20
13461,2011-07-24 11:32:00,2011-06-29 10:23:00,25
13467,2011-11-29 10:01:00,2011-11-03 16:56:00,25
13468,2010-12-01 15:08:00,2010-12-01 15:08:00,0
13470,2011-09-01 14:57:00,2011-08-16 17:06:00,15
13471,2011-11-18 09:57:00,2011-10-23 13:10:00,25
13473,2011-10-10 11:20:00,2011-01-11 08:45:00,272
13475,2011-03-23 09:43:00,2011-02-14 12:36:00,36
13476,2011-06-14 12:00:00,2011-03-03 14:43:00,102
13477,2011-05-12 13:10:00,2011-02-21 12:29:00,80
13479,2011-05-23 10:45:00,2011-04-19 11:27:00,33
13481,2011-05-31 15:26:00,2011-03-28 09:07:00,64
13486,2011-08-03 13:10:00,2011-07-07 17:19:00,26
13487,2011-05-10 16:19:00,2010-12-21 14:54:00,140
13488,2011-01-12 11:52:00,2010-12-07 13:01:00,35
13489,2011-02-23 13:43:00,2011-02-18 10:42:00,5
13491,2010-12-15 10:48:00,2010-12-02 14:30:00,12
13492,2011-07-01 08:55:00,2011-05-09 10:06:00,52
13493,2011-03-09 15:35:00,2011-02-25 16:42:00,11
13495,2010-12-15 11:32:00,2010-12-06 15:14:00,8
13496,2011-11-29 10:58:00,2010-12-15 10:17:00,349
13497,2011-03-02 09:04:00,2010-12-06 11:37:00,85
13499,2011-04-28 14:59:00,2011-03-15 08:52:00,44
13500,2011-11-03 17:48:00,2011-08-09 12:20:00,86
13502,2011-03-10 08:40:00,2011-01-20 09:03:00,48
13505,2011-05-31 15:41:00,2011-04-21 12:07:00,40
13506,2011-01-27 13:53:00,2010-12-05 12:15:00,53
13507,2011-08-24 15:12:00,2011-07-17 11:50:00,38
13509,2011-03-11 15:42:00,2011-02-28 13:27:00,11
13510,2011-09-05 14:11:00,2011-06-09 09:32:00,88
13515,2011-07-14 15:02:00,2011-04-06 10:33:00,99
13516,2011-09-28 12:28:00,2011-04-15 11:06:00,166
13517,2011-08-25 11:40:00,2011-06-13 08:44:00,73
13520,2011-01-19 12:14:00,2010-12-03 10:36:00,47
13521,2011-12-04 14:55:00,2011-11-29 15:09:00,4
13523,2011-05-24 08:49:00,2010-12-08 14:22:00,166
13524,2011-06-19 15:56:00,2011-05-04 12:26:00,46
13525,2011-11-25 12:01:00,2011-04-05 15:36:00,233
13527,2011-05-22 12:16:00,2011-01-17 11:17:00,125
13529,2011-09-22 09:15:00,2011-05-19 11:50:00,125
13531,2011-05-18 16:56:00,2010-12-08 15:03:00,161
13533,2011-03-17 12:53:00,2011-03-17 12:47:00,0
13534,2010-12-16 15:24:00,2010-12-16 15:23:00,0
13536,2011-10-18 08:12:00,2011-09-25 13:30:00,22
13538,2011-03-10 07:42:00,2011-01-28 10:40:00,40
13539,2011-04-13 13:45:00,2011-02-03 15:23:00,68
13544,2011-10-31 11:57:00,2011-04-13 12:09:00,200
13546,2011-10-17 14:51:00,2011-05-23 12:14:00,147
13548,2011-09-04 14:50:00,2011-04-10 11:35:00,147
13549,2011-05-22 13:29:00,2011-04-11 13:42:00,40
13552,2011-03-28 10:25:00,2011-01-28 10:10:00,59
13555,2011-05-22 11:24:00,2011-05-22 11:06:00,0
13557,2011-11-11 15:24:00,2011-03-04 12:14:00,252
13558,2011-10-09 11:15:00,2011-10-02 13:01:00,6
13562,2011-07-21 15:12:00,2011-04-08 12:42:00,104
13563,2011-09-16 14:45:00,2011-07-22 17:21:00,55
13564,2010-12-20 16:50:00,2010-12-06 17:26:00,13
13565,2011-11-20 14:33:00,2011-01-09 14:28:00,315
13566,2011-10-30 11:59:00,2011-09-18 12:40:00,41
13569,2011-11-22 13:07:00,2010-12-07 12:29:00,350
13571,2011-04-27 13:31:00,2011-03-31 12:43:00,27
13573,2011-10-20 14:33:00,2011-03-31 14:47:00,202
13575,2011-07-29 11:28:00,2011-06-16 14:24:00,42
13576,2011-01-06 14:58:00,2010-12-01 17:24:00,35
13577,2011-07-14 10:11:00,2011-04-12 10:33:00,92
13579,2011-11-25 08:41:00,2010-12-05 16:10:00,354
13588,2011-07-26 09:27:00,2011-03-29 15:53:00,118
13589,2011-11-25 12:10:00,2011-06-13 12:44:00,164
13590,2011-04-14 16:31:00,2011-02-09 13:25:00,64
13591,2011-05-19 13:58:00,2011-03-18 12:18:00,62
13592,2011-05-10 15:48:00,2011-03-20 14:01:00,51
13593,2011-03-20 10:13:00,2011-01-07 16:32:00,71
13596,2011-12-04 12:01:00,2011-11-27 11:57:00,7
13599,2010-12-08 10:13:00,2010-12-08 10:11:00,0
13601,2011-10-25 17:31:00,2011-05-12 16:52:00,166
13606,2011-04-10 12:52:00,2011-02-01 11:42:00,68
13610,2011-04-10 14:27:00,2011-02-27 14:44:00,41
13611,2011-06-22 12:25:00,2010-12-15 10:31:00,189
13614,2011-06-28 14:58:00,2011-01-13 12:37:00,166
13617,2011-08-18 13:17:00,2011-06-12 12:55:00,67
13623,2011-03-17 13:13:00,2011-02-15 13:08:00,30
13627,2011-05-19 09:47:00,2010-12-17 09:52:00,152
13629,2011-02-02 07:51:00,2011-01-05 12:09:00,27
13630,2011-04-08 15:49:00,2011-02-27 12:49:00,40
13631,2011-05-17 16:21:00,2011-03-17 17:13:00,60
13632,2011-04-20 11:45:00,2011-04-10 15:07:00,9
13634,2011-04-11 16:17:00,2011-01-16 15:30:00,85
13636,2011-03-24 09:50:00,2011-02-27 14:29:00,24
13637,2011-06-05 13:24:00,2011-04-27 13:06:00,39
13643,2011-09-02 10:42:00,2011-06-07 11:40:00,86
13644,2011-09-27 10:27:00,2011-08-26 11:53:00,31
13647,2011-06-17 13:17:00,2011-04-19 09:49:00,59
13649,2011-03-28 11:51:00,2010-12-08 14:46:00,109
13650,2011-05-16 14:19:00,2011-03-17 12:37:00,60
13651,2011-11-04 14:59:00,2011-10-31 12:11:00,4
13652,2011-03-28 09:21:00,2010-12-06 09:21:00,112
13654,2011-04-11 14:07:00,2011-03-11 12:54:00,31
13655,2011-08-17 14:25:00,2011-04-12 09:53:00,127
13656,2011-06-28 10:31:00,2011-01-06 15:42:00,172
13657,2011-11-29 12:32:00,2011-05-22 12:35:00,190
13658,2011-09-15 13:20:00,2011-05-19 17:15:00,118
13659,2011-05-18 12:37:00,2011-01-23 12:08:00,115
13662,2011-05-11 13:23:00,2011-03-25 13:23:00,47
13666,2011-02-25 13:08:00,2011-02-25 13:05:00,0
13668,2011-01-09 11:02:00,2010-12-12 12:35:00,27
13669,2011-10-20 09:32:00,2011-07-13 11:44:00,98
13672,2011-02-11 13:53:00,2011-01-11 13:54:00,30
13673,2011-11-21 12:11:00,2011-11-07 15:40:00,13
13675,2011-07-11 12:57:00,2011-02-28 12:14:00,133
13680,2011-01-06 12:11:00,2011-01-04 14:12:00,1
13681,2011-10-02 11:41:00,2011-07-07 15:21:00,86
13685,2011-10-17 10:17:00,2011-10-10 12:59:00,6
13692,2011-05-10 10:11:00,2011-04-17 12:57:00,22
13694,2010-12-16 17:43:00,2010-12-01 12:12:00,15
13695,2011-04-17 15:53:00,2011-03-25 11:31:00,23
13700,2011-01-16 13:19:00,2011-01-16 13:18:00,0
13704,2011-09-13 15:41:00,2011-09-12 14:40:00,1
13705,2011-07-18 09:15:00,2010-12-01 10:29:00,228
13707,2011-03-17 18:03:00,2011-01-28 13:27:00,48
13709,2011-06-24 09:22:00,2011-01-28 14:57:00,146
13711,2011-05-05 10:31:00,2011-05-05 10:29:00,0
13715,2010-12-12 12:41:00,2010-12-02 08:52:00,10
13717,2011-04-13 09:39:00,2011-02-14 13:21:00,57
13718,2011-04-07 13:24:00,2011-02-17 11:58:00,49
13719,2011-05-18 12:52:00,2011-04-19 13:56:00,28
13720,2011-04-15 15:17:00,2011-03-30 09:17:00,16
13722,2011-07-31 12:43:00,2011-03-02 11:43:00,151
13725,2011-02-07 15:14:00,2011-02-04 12:18:00,3
13726,2011-11-01 10:49:00,2011-08-31 11:06:00,61
13727,2011-11-11 09:46:00,2011-11-06 12:16:00,4
13728,2011-03-30 12:05:00,2011-02-02 12:09:00,55
13730,2011-07-27 08:35:00,2011-07-01 12:47:00,25
13731,2011-05-04 14:33:00,2011-04-07 10:10:00,27
13735,2011-06-17 11:07:00,2011-04-19 13:49:00,58
13736,2011-12-04 15:19:00,2011-03-24 13:04:00,255
13741,2011-06-09 07:53:00,2011-05-06 13:43:00,33
13742,2011-02-13 12:03:00,2011-01-23 14:59:00,20
13743,2011-05-06 14:32:00,2011-03-25 14:46:00,41
13744,2011-09-05 15:19:00,2011-02-20 14:08:00,197
13748,2011-04-07 10:13:00,2010-12-01 09:00:00,127
13750,2011-02-16 09:08:00,2011-01-07 11:49:00,39
13752,2011-05-09 14:02:00,2011-04-07 12:04:00,32
13754,2011-07-11 11:51:00,2011-01-26 14:58:00,165
13755,2011-10-20 10:15:00,2011-10-07 15:45:00,12
13756,2010-12-14 15:18:00,2010-12-07 11:41:00,7
13758,2010-12-08 15:39:00,2010-12-01 12:08:00,7
13759,2011-11-06 14:47:00,2011-09-29 15:40:00,37
13760,2011-10-16 16:13:00,2011-03-28 12:52:00,202
13761,2011-10-20 14:01:00,2011-06-13 08:43:00,129
13764,2011-07-18 17:15:00,2011-01-06 14:53:00,193
13767,2010-12-02 15:40:00,2010-12-01 10:47:00,1
13769,2011-01-17 14:18:00,2010-12-07 13:28:00,41
13771,2011-05-24 12:57:00,2011-04-06 15:47:00,47
13772,2011-09-04 11:22:00,2011-04-14 12:31:00,142
13777,2010-12-01 16:11:00,2010-12-01 16:01:00,0
13780,2011-12-02 13:49:00,2011-06-22 11:43:00,163
13782,2011-04-19 14:48:00,2011-01-16 11:08:00,93
13784,2011-01-31 10:08:00,2011-01-11 14:38:00,19
13787,2011-09-25 12:06:00,2010-12-10 14:45:00,288
13791,2011-08-04 11:44:00,2011-06-24 16:38:00,40
13792,2011-10-04 14:31:00,2011-02-25 14:03:00,221
13798,2010-12-10 15:31:00,2010-12-02 17:24:00,7
13799,2011-08-15 12:07:00,2011-02-18 14:18:00,177
13802,2011-03-30 10:54:00,2011-02-01 12:03:00,56
13804,2011-07-06 15:10:00,2011-02-23 09:09:00,133
13805,2011-10-18 14:50:00,2011-08-02 15:29:00,76
13808,2011-09-07 12:10:00,2011-09-04 12:07:00,3
13810,2011-10-14 13:36:00,2011-10-14 12:57:00,0
13811,2011-04-18 10:28:00,2011-04-14 18:40:00,3
13812,2011-10-06 14:37:00,2011-08-26 12:54:00,41
13813,2011-09-11 13:38:00,2011-07-28 10:33:00,45
13814,2011-09-08 13:48:00,2011-07-25 13:54:00,44
13815,2011-06-20 13:08:00,2011-01-25 12:16:00,146
13816,2011-11-16 08:38:00,2011-10-06 14:37:00,40
13817,2011-11-10 17:49:00,2010-12-23 11:46:00,322
13819,2011-02-03 14:01:00,2011-01-24 10:38:00,10
13821,2011-07-18 09:49:00,2011-03-23 11:30:00,116
13822,2011-12-04 12:13:00,2011-10-30 15:55:00,34
13823,2011-11-21 10:22:00,2011-09-09 10:42:00,72
13824,2011-04-12 08:42:00,2011-02-02 13:07:00,68
13827,2011-07-29 11:45:00,2011-07-19 15:38:00,9
13831,2011-05-05 08:33:00,2010-12-05 12:13:00,150
13835,2011-07-07 15:16:00,2011-05-08 15:22:00,59
13837,2011-05-12 12:10:00,2011-01-26 12:15:00,105
13838,2011-08-14 10:49:00,2010-12-05 10:45:00,252
13842,2011-01-07 10:27:00,2010-12-08 10:39:00,29
13846,2011-04-11 15:03:00,2010-12-14 16:07:00,117
13848,2011-02-15 10:17:00,2010-12-08 15:10:00,68
13849,2011-10-19 10:59:00,2011-06-22 10:11:00,119
13851,2011-08-03 14:07:00,2011-02-24 17:18:00,159
13854,2010-12-17 09:37:00,2010-12-09 10:48:00,7
13856,2011-06-09 08:45:00,2011-05-20 13:13:00,19
13860,2011-10-18 14:34:00,2011-09-14 09:27:00,34
13862,2011-02-22 10:00:00,2011-01-11 15:13:00,41
13865,2011-06-06 08:04:00,2011-02-23 12:04:00,102
13867,2011-09-26 12:23:00,2011-05-05 17:28:00,143
13868,2011-12-02 16:32:00,2011-11-01 12:45:00,31
13869,2011-01-30 15:54:00,2010-12-17 15:14:00,44
13870,2011-06-24 13:26:00,2011-02-25 09:09:00,119
13871,2011-03-10 12:26:00,2011-02-04 09:30:00,34
13873,2011-05-05 09:13:00,2011-02-03 09:37:00,90
13875,2011-03-27 11:14:00,2011-02-11 15:39:00,43
13880,2011-02-16 08:15:00,2010-12-07 14:00:00,70
13881,2011-03-07 09:35:00,2011-02-01 10:14:00,33
13882,2011-10-27 12:53:00,2011-10-06 15:28:00,20
13883,2011-05-05 12:37:00,2011-03-31 17:17:00,34
13884,2011-03-07 12:46:00,2011-03-01 13:40:00,5
13885,2011-06-03 15:07:00,2011-05-23 08:52:00,11
13888,2011-08-12 10:13:00,2011-05-05 14:41:00,98
13890,2011-08-24 13:12:00,2010-12-16 09:31:00,251
13892,2011-10-06 16:25:00,2011-04-07 12:04:00,182
13894,2011-11-16 09:43:00,2011-02-02 12:54:00,286
13895,2011-07-19 14:03:00,2011-06-28 10:17:00,21
13899,2011-11-23 13:40:00,2011-03-10 09:30:00,258
13900,2011-05-31 12:11:00,2011-03-22 10:13:00,70
13901,2011-03-28 14:33:00,2011-01-25 09:01:00,62
13904,2011-11-02 13:41:00,2011-02-18 11:18:00,257
13908,2011-05-09 10:24:00,2011-03-08 12:04:00,61
13911,2011-02-14 14:13:00,2011-02-04 14:46:00,9
13914,2011-11-28 10:35:00,2011-11-03 16:28:00,24
13917,2011-10-21 09:56:00,2011-06-01 12:46:00,141
13918,2011-10-21 12:25:00,2011-03-31 18:05:00,203
13919,2011-10-11 14:24:00,2011-08-10 10:15:00,62
13924,2011-10-26 13:44:00,2011-09-28 15:07:00,27
13925,2011-08-10 12:41:00,2011-07-28 12:09:00,13
13928,2011-08-25 12:13:00,2011-07-29 15:59:00,26
13929,2011-06-23 15:26:00,2011-01-17 15:11:00,157
13930,2011-10-13 09:45:00,2011-07-26 11:00:00,78
13931,2011-09-05 10:12:00,2011-03-04 08:43:00,185
13933,2011-08-22 14:03:00,2011-07-14 13:35:00,39
13939,2011-08-23 11:53:00,2011-02-01 11:30:00,203
13940,2011-08-15 12:47:00,2011-07-18 16:05:00,27
13941,2011-02-15 12:12:00,2010-12-02 10:17:00,75
13946,2011-05-22 12:03:00,2011-03-17 10:02:00,66
13949,2011-09-23 10:14:00,2011-09-06 11:55:00,16
13950,2011-09-27 14:52:00,2011-04-07 11:29:00,173
13951,2011-04-17 13:20:00,2011-02-18 15:21:00,57
13952,2011-05-06 09:00:00,2011-04-15 09:27:00,20
13953,2011-03-10 07:43:00,2010-12-22 10:29:00,77
13954,2011-12-08 12:50:00,2011-09-30 10:52:00,69
13955,2011-07-08 17:19:00,2011-02-07 12:24:00,151
13956,2011-04-10 16:04:00,2011-03-13 12:51:00,28
13959,2011-03-03 18:16:00,2010-12-12 13:56:00,81
13960,2011-11-18 15:27:00,2011-09-29 12:39:00,50
13962,2011-11-18 08:47:00,2011-04-08 11:21:00,223
13963,2011-01-04 11:48:00,2010-12-07 09:21:00,28
13969,2011-01-21 13:13:00,2010-12-09 19:32:00,42
13971,2011-03-15 12:54:00,2011-02-27 12:27:00,16
13972,2011-09-30 11:54:00,2011-05-22 11:34:00,131
13975,2011-05-08 11:41:00,2011-03-08 12:19:00,60
13978,2011-11-25 11:36:00,2011-10-25 15:04:00,30
13982,2011-01-17 13:08:00,2010-12-09 13:57:00,38
13983,2011-01-17 14:51:00,2010-12-08 10:38:00,40
13984,2011-01-18 13:40:00,2010-12-08 15:58:00,40
13985,2011-05-09 08:26:00,2011-03-20 13:48:00,49
13988,2011-05-23 09:43:00,2011-03-30 11:48:00,53
13989,2011-10-05 09:47:00,2011-04-14 15:39:00,173
13991,2011-09-25 13:47:00,2011-07-19 12:58:00,68
13993,2011-02-23 12:25:00,2011-01-13 10:43:00,41
13994,2011-08-26 11:35:00,2011-07-14 18:28:00,42
13995,2011-07-21 08:44:00,2011-04-08 08:20:00,104
13999,2011-01-21 13:05:00,2010-12-13 11:23:00,39
14001,2011-04-21 09:26:00,2010-12-01 12:58:00,140
14002,2011-07-28 15:55:00,2011-07-06 14:59:00,22
14004,2011-06-19 11:44:00,2011-02-24 09:28:00,115
14005,2011-06-17 08:09:00,2011-05-08 10:33:00,39
14006,2011-04-12 16:17:00,2011-01-31 15:11:00,71
14009,2011-05-25 15:47:00,2011-05-18 13:00:00,7
14013,2011-07-17 10:39:00,2011-03-09 08:59:00,130
14016,2011-03-15 10:53:00,2010-12-17 14:21:00,87
14019,2011-09-02 12:51:00,2011-07-24 15:39:00,39
14020,2011-11-23 09:22:00,2011-09-12 15:32:00,71
14021,2011-05-12 13:37:00,2011-03-28 15:10:00,44
14023,2011-12-02 13:58:00,2011-04-03 15:50:00,242
14024,2011-08-10 11:30:00,2011-08-07 13:31:00,2
14029,2011-10-07 14:46:00,2011-07-18 16:57:00,80
14030,2010-12-08 16:29:00,2010-12-08 16:11:00,0
14031,2010-12-09 17:34:00,2010-12-02 16:34:00,7
14032,2010-12-19 11:19:00,2010-12-08 10:53:00,11
14034,2011-07-05 13:15:00,2011-07-05 13:06:00,0
14035,2011-03-17 10:01:00,2011-02-15 12:48:00,29
14037,2011-06-16 13:57:00,2010-12-10 11:39:00,188
14038,2011-07-18 15:15:00,2011-05-16 14:05:00,63
14040,2011-01-27 11:15:00,2011-01-12 14:57:00,14
14044,2011-07-17 13:32:00,2011-02-03 11:39:00,164
14045,2011-01-06 08:52:00,2010-12-01 11:32:00,35
14047,2011-01-07 09:23:00,2010-12-02 10:09:00,35
14049,2011-05-23 11:07:00,2011-01-26 11:27:00,116
14050,2011-11-08 10:00:00,2011-08-25 13:46:00,74
14051,2010-12-14 15:02:00,2010-12-08 12:49:00,6
14053,2011-08-07 14:27:00,2011-07-03 12:21:00,35
14056,2011-03-10 16:16:00,2011-02-28 15:19:00,10
14057,2010-12-14 13:51:00,2010-12-14 12:11:00,0
14060,2010-12-08 12:40:00,2010-12-02 12:11:00,6
14062,2010-12-20 13:24:00,2010-12-10 15:56:00,9
14064,2011-03-31 13:14:00,2011-03-10 12:59:00,21
14067,2011-10-07 10:21:00,2011-09-04 12:00:00,32
14071,2011-03-24 13:28:00,2011-03-20 11:33:00,4
14075,2011-11-20 12:32:00,2011-03-23 16:35:00,241
14077,2011-04-28 14:04:00,2011-03-10 15:52:00,48
14078,2011-02-28 14:15:00,2010-12-01 12:54:00,89
14081,2011-02-10 16:17:00,2010-12-05 15:47:00,67
14083,2010-12-20 15:22:00,2010-12-03 12:24:00,17
14085,2010-12-13 13:28:00,2010-12-06 12:39:00,7
14088,2011-06-02 17:50:00,2011-01-21 13:07:00,132
14092,2010-12-22 11:11:00,2010-12-16 15:47:00,5
14096,2011-09-02 15:45:00,2011-08-30 10:49:00,3
14099,2011-01-14 14:47:00,2010-12-20 11:14:00,25
14101,2011-02-18 12:31:00,2011-01-17 13:09:00,31
14102,2011-11-02 13:46:00,2011-10-26 12:46:00,7
14104,2011-07-08 12:50:00,2011-06-27 12:49:00,11
14107,2011-02-16 16:31:00,2010-12-10 13:29:00,68
14108,2011-11-09 10:41:00,2011-08-30 11:32:00,70
14110,2011-05-03 13:39:00,2011-03-18 09:59:00,46
14111,2011-08-25 14:51:00,2011-04-12 11:36:00,135
14112,2011-05-20 10:35:00,2011-03-09 11:28:00,71
14113,2011-09-22 16:46:00,2010-12-20 12:14:00,276
14114,2011-03-11 09:42:00,2011-01-13 11:05:00,56
14116,2011-09-08 09:51:00,2011-08-10 12:44:00,28
14121,2011-11-10 10:36:00,2011-10-11 10:39:00,29
14125,2011-11-11 12:20:00,2011-09-22 15:40:00,49
14126,2011-11-29 12:22:00,2011-11-29 12:21:00,0
14127,2011-03-28 12:25:00,2011-02-02 12:26:00,53
14128,2011-10-10 12:00:00,2011-03-29 10:49:00,195
14129,2011-09-05 09:49:00,2011-03-24 08:44:00,165
14132,2011-06-30 17:29:00,2011-06-09 12:04:00,21
14133,2011-08-02 11:33:00,2011-01-28 11:27:00,186
14135,2010-12-07 12:37:00,2010-12-02 10:27:00,5
14138,2011-12-08 12:44:00,2011-10-07 09:38:00,62
14140,2011-12-06 09:05:00,2011-11-08 11:20:00,27
14141,2011-09-27 11:38:00,2011-08-26 14:40:00,31
14145,2011-07-04 12:58:00,2011-05-06 13:01:00,58
14146,2011-03-30 11:04:00,2010-12-17 15:52:00,102
14147,2011-09-22 18:10:00,2011-02-27 11:42:00,207
14150,2011-11-04 10:05:00,2010-12-15 10:04:00,324
14152,2011-09-25 12:54:00,2011-04-19 15:46:00,158
14154,2011-04-14 16:26:00,2011-04-14 15:58:00,0
14156,2011-01-14 14:11:00,2010-12-03 11:48:00,42
14157,2011-11-20 11:32:00,2011-02-27 13:04:00,265
14159,2011-03-28 12:23:00,2010-12-12 11:17:00,106
14161,2011-03-06 12:52:00,2010-12-05 13:18:00,90
14162,2011-06-19 11:36:00,2011-02-20 12:32:00,118
14163,2011-05-24 15:06:00,2011-04-14 17:33:00,39
14164,2011-09-30 12:24:00,2011-09-20 12:18:00,10
14167,2011-03-21 15:33:00,2011-01-12 15:44:00,67
14173,2011-10-25 13:17:00,2011-05-04 14:03:00,173
14175,2011-06-21 14:29:00,2011-01-14 12:22:00,158
14176,2011-01-17 11:28:00,2010-12-07 11:45:00,40
14177,2011-09-05 12:18:00,2011-06-13 11:10:00,84
14178,2011-07-19 13:01:00,2011-06-10 12:51:00,39
14179,2011-10-30 12:07:00,2011-10-18 14:00:00,11
14180,2010-12-13 09:02:00,2010-12-02 13:08:00,10
14188,2011-05-09 10:03:00,2011-02-02 13:46:00,95
14189,2011-01-05 10:58:00,2010-12-06 11:42:00,29
14191,2011-05-24 08:49:00,2011-05-03 10:30:00,20
14193,2011-10-03 09:34:00,2011-03-15 11:38:00,201
14194,2011-03-18 12:55:00,2011-02-04 14:51:00,41
14195,2011-05-22 10:29:00,2011-04-01 16:50:00,50
14198,2011-07-17 15:47:00,2011-04-14 14:54:00,94
14201,2011-04-19 13:57:00,2010-12-15 13:25:00,125
14205,2011-11-23 10:55:00,2011-03-20 15:07:00,247
14209,2011-03-25 10:08:00,2011-01-11 12:56:00,72
14210,2011-01-04 13:30:00,2010-12-03 12:43:00,32
